Haushaltsjahr;Haushaltsstufe 0;Fachgruppe;katkey;EXEMPLARANZ;PREIS;Bestellpreis
;;;1919475;1,00;16,00;18,00
;;;1919507;1,00;16,00;18,00
;;;1919539;1,00;13,00;14,00
;;;1919540;1,00;9,00;10,00
;;;1919562;1,00;11,00;12,00
;;;1919578;1,00;12,00;13,00
;;;1919596;1,00;22,00;22,00
;;;1919610;1,00;14,00;16,00
;;;1919612;1,00;8,00;9,00
;;;1919613;1,00;15,00;17,00
;;;1919661;1,00;22,00;24,00
;;;1919662;1,00;12,00;13,00
;;;1919670;1,00;16,00;18,00
;;;1919690;1,00;20,00;22,00
;;;1919692;1,00;26,00;26,00
;;;1919694;1,00;24,00;24,00
;;;1919706;1,00;11,00;12,00
;;;1919708;1,00;13,00;14,00
;;;1919717;1,00;18,00;17,00
;;;1919722;1,00;18,00;17,00
;;;1919724;1,00;19,00;18,00
;;;1919729;1,00;25,00;28,00
;;;1919750;1,00;16,00;18,00
;;;1919751;1,00;26,00;26,00
;;;1919753;1,00;15,00;17,00
;;;1919756;1,00;14,00;16,00
;;;1919760;1,00;22,00;22,00
;;;1919761;1,00;24,00;24,00
;;;1919768;1,00;13,00;15,00
;;;1919772;1,00;11,00;12,00
;;;1919777;1,00;18,00;20,00
;;;1919801;1,00;24,00;24,00
;;;1919802;1,00;18,00;17,00
;;;1919813;1,00;10,00;8,00
;;;1919911;1,00;27,00;30,00
;;;1919937;1,00;18,00;20,00
;;;1919975;1,00;18,00;20,00
;;;1919990;1,00;23,00;26,00
;;;1920018;1,00;15,00;17,00
;;;1920022;1,00;18,00;20,00
;;;1920026;1,00;15,00;17,00
;;;1920028;1,00;18,00;20,00
;;;1920032;1,00;20,00;22,00
;;;1920051;1,00;24,00;24,00
;;;1920074;1,00;18,00;20,00
;;;1920076;1,00;17,00;16,00
;;;1920077;1,00;9,00;7,00
;;;1920078;1,00;15,00;14,00
;;;1920079;1,00;10,00;8,00
;;;1920093;1,00;20,00;20,00
;;;1920097;1,00;28,00;29,00
;;;1920105;1,00;19,00;18,00
;;;1920106;1,00;20,00;20,00
;;;1920108;1,00;25,00;25,00
;;;1920109;1,00;22,00;22,00
;;;1920110;1,00;42,00;44,00
;;;1920139;1,00;6,00;7,00
;;;1920496;1,00;8,00;9,00
;;;1920497;1,00;10,00;8,00
;;;1920618;1,00;12,00;13,00
;;;1920620;1,00;16,00;15,00
;;;1920621;1,00;22,00;22,00
;;;1920623;1,00;22,00;22,00
;;;1920629;1,00;22,00;24,00
;;;1920633;1,00;21,00;23,00
;;;1920641;1,00;13,00;12,00
;;;1920642;1,00;13,00;12,00
;;;1920645;1,00;8,00;9,00
;;;1920650;1,00;17,00;19,00
;;;1920657;1,00;"0,00";"0,00"
;;;1920663;1,00;14,00;16,00
;;;1920669;1,00;10,00;11,00
;;;1920686;1,00;15,00;17,00
;;;1920687;1,00;23,00;26,00
;;;1920690;1,00;11,00;12,00
;;;1920703;1,00;10,00;11,00
;;;1920706;2,00;11,00;12,00
;;;1920708;1,00;13,00;15,00
;;;1920710;1,00;11,00;12,00
;;;1920716;1,00;22,00;22,00
;;;1920728;1,00;15,00;17,00
;;;1920729;1,00;18,00;20,00
;;;1920743;1,00;"0,00";"0,00"
;;;1920744;1,00;"0,00";"0,00"
;;;1920746;1,00;"0,00";"0,00"
;;;1920751;1,00;15,00;17,00
;;;1920753;1,00;12,00;13,00
;;;1920761;1,00;9,00;10,00
;;;1920791;1,00;29,00;41,00
;;;1920795;1,00;14,00;16,00
;;;1920806;1,00;21,00;23,00
;;;1920810;1,00;18,00;20,00
;;;1920811;1,00;18,00;20,00
;;;1920813;1,00;13,00;15,00
;;;1920814;1,00;18,00;20,00
;;;1920815;1,00;18,00;20,00
;;;1920817;1,00;14,00;15,00
;;;1920820;1,00;9,00;10,00
;;;1920821;1,00;18,00;20,00
;;;1920827;1,00;27,00;30,00
;;;1920833;1,00;13,00;15,00
;;;1920865;1,00;11,00;12,00
;;;1920866;1,00;14,00;15,00
;;;1920868;1,00;14,00;16,00
;;;1920874;1,00;23,00;23,00
;;;1920885;1,00;8,00;9,00
;;;1920899;1,00;18,00;20,00
;;;1920903;1,00;8,00;9,00
;;;1920959;1,00;22,00;22,00
;;;1920960;1,00;19,00;18,00
;;;1920993;1,00;23,00;25,00
;;;1921001;2,00;53,00;56,00
;;;1921441;1,00;13,00;14,00
;;;1921488;1,00;18,00;18,00
;;;1921490;1,00;13,00;12,00
;;;1921491;1,00;17,00;17,00
;;;1921492;1,00;17,00;17,00
;;;1921493;1,00;17,00;17,00
;;;1921494;1,00;17,00;17,00
;;;1921498;1,00;18,00;20,00
;;;1921534;1,00;26,00;26,00
;;;1921536;1,00;19,00;18,00
;;;1921588;1,00;14,00;13,00
;;;1921631;1,00;12,00;13,00
;;;1921647;1,00;18,00;20,00
;;;1921687;2,00;31,00;32,00
;;;1921688;1,00;11,00;12,00
;;;1921692;1,00;16,00;18,00
;;;1921699;2,00;28,00;30,00
;;;1921739;1,00;20,00;20,00
;;;1921746;1,00;20,00;22,00
;;;1921771;1,00;31,00;32,00
;;;1921772;1,00;24,00;24,00
;;;1921811;1,00;22,00;22,00
;;;1921813;1,00;9,00;7,00
;;;1921814;1,00;9,00;7,00
;;;1921836;1,00;9,00;10,00
;;;1921860;1,00;9,00;10,00
;;;1921893;1,00;23,00;25,00
;;;1921925;1,00;"0,00";"0,00"
;;;1921927;1,00;"0,00";"0,00"
;;;1921928;1,00;"0,00";"0,00"
;;;1921961;1,00;24,00;27,00
;;;1921963;1,00;12,00;13,00
;;;1921968;2,00;44,00;48,00
;;;1921969;2,00;28,00;30,00
;;;1921970;1,00;9,00;10,00
;;;1921971;1,00;31,00;35,00
;;;1921974;1,00;14,00;15,00
;;;1921975;1,00;21,00;24,00
;;;1921977;1,00;23,00;26,00
;;;1921978;1,00;14,00;15,00
;;;1921979;1,00;14,00;16,00
;;;1921980;1,00;21,00;23,00
;;;1921981;2,00;30,00;30,00
;;;1921983;1,00;18,00;20,00
;;;1921984;1,00;18,00;20,00
;;;1921985;1,00;14,00;16,00
;;;1921986;1,00;25,00;28,00
;;;1921987;1,00;9,00;10,00
;;;1921988;1,00;17,00;19,00
;;;1921989;1,00;9,00;10,00
;;;1921992;1,00;14,00;16,00
;;;1921994;1,00;17,00;16,00
;;;1921997;1,00;16,00;15,00
;;;1921999;1,00;14,00;15,00
;;;1922002;1,00;23,00;25,00
;;;1922006;1,00;14,00;15,00
;;;1922008;1,00;14,00;15,00
;;;1922009;1,00;16,00;18,00
;;;1922010;1,00;8,00;9,00
;;;1922012;1,00;23,00;25,00
;;;1922013;1,00;12,00;13,00
;;;1922020;1,00;14,00;15,00
;;;1922021;1,00;14,00;15,00
;;;1922022;1,00;15,00;14,00
;;;1922024;1,00;13,00;15,00
;;;1922025;1,00;16,00;18,00
;;;1922026;2,00;24,00;26,00
;;;1922027;2,00;22,00;24,00
;;;1922028;1,00;12,00;13,00
;;;1922030;2,00;35,00;36,00
;;;1922031;1,00;8,00;9,00
;;;1922032;1,00;14,00;15,00
;;;1922033;1,00;9,00;10,00
;;;1922034;1,00;13,00;14,00
;;;1922035;1,00;9,00;10,00
;;;1922036;1,00;13,00;14,00
;;;1922038;1,00;18,00;20,00
;;;1922040;1,00;15,00;17,00
;;;1922041;1,00;14,00;18,00
;;;1922044;1,00;12,00;13,00
;;;1922060;1,00;21,00;23,00
;;;1922067;2,00;30,00;30,00
;;;1922068;1,00;13,00;12,00
;;;1922070;1,00;21,00;23,00
;;;1922071;1,00;16,00;18,00
;;;1922072;1,00;15,00;17,00
;;;1922073;1,00;23,00;23,00
;;;1922074;1,00;14,00;16,00
;;;1922075;1,00;14,00;16,00
;;;1922077;1,00;13,00;14,00
;;;1922078;1,00;20,00;22,00
;;;1922079;1,00;9,00;11,00
;;;1922080;1,00;16,00;18,00
;;;1922081;1,00;9,00;10,00
;;;1922083;1,00;13,00;14,00
;;;1922086;1,00;15,00;17,00
;;;1922093;1,00;23,00;26,00
;;;1922094;1,00;11,00;10,00
;;;1922106;1,00;17,00;16,00
;;;1922120;1,00;14,00;16,00
;;;1922123;1,00;18,00;20,00
;;;1922205;1,00;25,00;24,00
;;;1922248;1,00;17,00;16,00
;;;1922250;1,00;18,00;20,00
;;;1922251;1,00;25,00;25,00
;;;1922252;1,00;25,00;25,00
;;;1922253;1,00;25,00;25,00
;;;1922256;1,00;10,00;9,00
;;;1922258;1,00;11,00;12,00
;;;1922275;1,00;20,00;20,00
;;;1922317;1,00;25,00;28,00
;;;1922343;1,00;15,00;14,00
;;;1922344;1,00;28,00;28,00
;;;1922345;1,00;25,00;25,00
;;;1922362;1,00;14,00;15,00
;;;1922366;1,00;20,00;22,00
;;;1922368;1,00;18,00;20,00
;;;1922374;1,00;15,00;17,00
;;;1922382;1,00;19,00;18,00
;;;1922389;1,00;19,00;18,00
;;;1922423;1,00;11,00;10,00
;;;1922425;1,00;11,00;10,00
;;;1922426;1,00;11,00;10,00
;;;1922427;1,00;11,00;10,00
;;;1922429;1,00;8,00;9,00
;;;1922433;1,00;7,00;8,00
;;;1922434;1,00;7,00;8,00
;;;1922435;1,00;10,00;8,00
;;;1922436;2,00;32,00;30,00
;;;1922438;2,00;32,00;30,00
;;;1922453;1,00;17,00;19,00
;;;1922474;1,00;"0,00";"0,00"
;;;1922501;1,00;13,00;14,00
;;;1922514;2,00;26,00;24,00
;;;1922532;1,00;20,00;22,00
;;;1922562;1,00;17,00;19,00
;;;1922568;1,00;17,00;19,00
;;;1922574;1,00;14,00;16,00
;;;1922575;1,00;15,00;17,00
;;;1922576;1,00;15,00;17,00
;;;1922578;1,00;17,00;19,00
;;;1922580;1,00;15,00;17,00
;;;1922581;1,00;17,00;19,00
;;;1922582;1,00;15,00;17,00
;;;1922613;1,00;11,00;12,00
;;;1922630;1,00;14,00;15,00
;;;1922680;1,00;11,00;12,00
;;;1922682;1,00;14,00;15,00
;;;1922689;1,00;16,00;18,00
;;;1922729;1,00;17,00;19,00
;;;1922740;1,00;15,00;17,00
;;;1922745;1,00;12,00;13,00
;;;1922767;1,00;12,00;13,00
;;;1922768;1,00;10,00;9,00
;;;1922774;1,00;21,00;23,00
;;;1922777;1,00;20,00;20,00
;;;1922796;1,00;15,00;17,00
;;;1922821;1,00;24,00;27,00
;;;1922826;1,00;16,00;15,00
;;;1922827;1,00;25,00;24,00
;;;1922828;1,00;20,00;20,00
;;;1922829;1,00;18,00;17,00
;;;1922833;1,00;15,00;17,00
;;;1922843;1,00;18,00;17,00
;;;1922854;1,00;16,00;15,00
;;;1922870;2,00;30,00;30,00
;;;1922872;2,00;18,00;20,00
;;;1922884;1,00;22,00;25,00
;;;1922885;1,00;21,00;23,00
;;;1922908;1,00;14,00;16,00
;;;1922977;1,00;16,00;15,00
;;;1922978;1,00;19,00;19,00
;;;1922979;1,00;11,00;10,00
;;;1922980;1,00;28,00;28,00
;;;1922981;1,00;20,00;20,00
;;;1922992;1,00;11,00;12,00
;;;1923006;1,00;19,00;21,00
;;;1923010;1,00;24,00;24,00
;;;1923018;1,00;6,00;7,00
;;;1923021;1,00;25,00;28,00
;;;1923105;1,00;11,00;12,00
;;;1923136;1,00;23,00;25,00
;;;1923165;1,00;"0,00";"0,00"
;;;1923166;1,00;"0,00";"0,00"
;;;1923167;1,00;"0,00";"0,00"
;;;1923255;2,00;50,00;56,00
;;;1923260;1,00;"0,00";"0,00"
;;;1923261;1,00;"0,00";"0,00"
;;;1923262;1,00;27,00;30,00
;;;1923263;1,00;12,00;13,00
;;;1923264;1,00;8,00;9,00
;;;1923271;1,00;13,00;14,00
;;;1923327;1,00;13,00;14,00
;;;1923346;1,00;16,00;18,00
;;;1923351;1,00;14,00;15,00
;;;1923354;1,00;19,00;18,00
;;;1923360;1,00;14,00;16,00
;;;1923361;1,00;14,00;15,00
;;;1923362;1,00;16,00;15,00
;;;1923363;1,00;14,00;15,00
;;;1923366;1,00;14,00;15,00
;;;1923368;1,00;16,00;15,00
;;;1923377;1,00;14,00;16,00
;;;1923383;1,00;20,00;22,00
;;;1923384;1,00;15,00;17,00
;;;1923385;1,00;11,00;12,00
;;;1923389;1,00;"0,00";"0,00"
;;;1923400;1,00;20,00;20,00
;;;1923403;1,00;14,00;16,00
;;;1923693;1,00;9,00;10,00
;;;1923694;1,00;15,00;17,00
;;;1923697;1,00;18,00;20,00
;;;1923702;1,00;14,00;15,00
;;;1923705;1,00;"0,00";"0,00"
;;;1923706;1,00;15,00;17,00
;;;1923719;1,00;22,00;24,00
;;;1923723;1,00;"0,00";"0,00"
;;;1923733;1,00;"0,00";"0,00"
;;;1923735;1,00;15,00;17,00
;;;1923744;1,00;15,00;17,00
;;;1923745;1,00;24,00;24,00
;;;1923753;1,00;22,00;24,00
;;;1923756;1,00;20,00;20,00
;;;1923764;1,00;43,00;45,00
;;;1923780;1,00;27,00;30,00
;;;1923796;1,00;14,00;15,00
;;;1923797;1,00;14,00;16,00
;;;1923803;1,00;13,00;15,00
;;;1923805;1,00;13,00;15,00
;;;1923808;1,00;9,00;10,00
;;;1923810;1,00;22,00;25,00
;;;1923812;1,00;18,00;20,00
;;;1923816;1,00;13,00;15,00
;;;1923817;1,00;20,00;22,00
;;;1923827;1,00;20,00;20,00
;;;1923830;1,00;22,00;25,00
;;;1923838;1,00;20,00;20,00
;;;1923844;1,00;18,00;18,00
;;;1923871;1,00;20,00;20,00
;;;1923875;1,00;22,00;22,00
;;;1923884;1,00;10,00;9,00
;;;1923898;1,00;29,00;30,00
;;;1923953;1,00;22,00;22,00
;;;1923988;1,00;16,00;15,00
;;;1923989;1,00;9,00;10,00
;;;1923992;1,00;14,00;16,00
;;;1924002;2,00;18,00;20,00
;;;1924005;1,00;21,00;23,00
;;;1924066;1,00;7,00;8,00
;;;1924078;1,00;16,00;18,00
;;;1924084;1,00;9,00;10,00
;;;1924086;1,00;6,00;7,00
;;;1924088;1,00;6,00;7,00
;;;1924089;1,00;6,00;7,00
;;;1924102;1,00;16,00;18,00
;;;1924135;1,00;22,00;24,00
;;;1924150;1,00;11,00;12,00
;;;1924165;1,00;14,00;16,00
;;;1924174;1,00;11,00;12,00
;;;1924178;1,00;12,00;11,00
;;;1924181;1,00;17,00;16,00
;;;1924186;1,00;19,00;18,00
;;;1924191;1,00;15,00;17,00
;;;1924192;1,00;20,00;20,00
;;;1924197;1,00;19,00;18,00
;;;1924200;1,00;25,00;25,00
;;;1924202;1,00;26,00;26,00
;;;1924206;1,00;13,00;12,00
;;;1924207;1,00;6,00;7,00
;;;1924208;1,00;6,00;7,00
;;;1924209;1,00;6,00;7,00
;;;1924210;1,00;22,00;22,00
;;;1924218;1,00;9,00;10,00
;;;1924240;1,00;14,00;16,00
;;;1924282;1,00;15,00;17,00
;;;1924320;1,00;16,00;15,00
;;;1924321;1,00;13,00;12,00
;;;1924322;1,00;13,00;12,00
;;;1924323;1,00;13,00;12,00
;;;1924324;1,00;13,00;12,00
;;;1924325;1,00;24,00;24,00
;;;1924327;1,00;13,00;12,00
;;;1924328;1,00;13,00;12,00
;;;1924336;1,00;16,00;15,00
;;;1924348;1,00;13,00;12,00
;;;1924366;1,00;23,00;25,00
;;;1924373;1,00;29,00;30,00
;;;1924378;1,00;24,00;24,00
;;;1924379;1,00;13,00;14,00
;;;1924382;1,00;22,00;22,00
;;;1924419;1,00;12,00;13,00
;;;1924425;1,00;15,00;17,00
;;;1924427;1,00;23,00;23,00
;;;1924428;1,00;22,00;22,00
;;;1924429;1,00;22,00;22,00
;;;1924431;1,00;11,00;12,00
;;;1924432;1,00;16,00;18,00
;;;1924433;1,00;25,00;25,00
;;;1924434;1,00;14,00;16,00
;;;1924438;1,00;11,00;12,00
;;;1924465;1,00;29,00;30,00
;;;1924503;1,00;16,00;18,00
;;;1924555;1,00;20,00;22,00
;;;1924566;1,00;20,00;20,00
;;;1924629;1,00;14,00;16,00
;;;1924657;1,00;14,00;16,00
;;;1924658;1,00;20,00;20,00
;;;1924709;1,00;22,00;22,00
;;;1924787;1,00;20,00;22,00
;;;1924789;1,00;16,00;18,00
;;;1924793;1,00;20,00;20,00
;;;1924802;1,00;13,00;14,00
;;;1924806;1,00;22,00;24,00
;;;1924827;1,00;17,00;16,00
;;;1924828;1,00;20,00;20,00
;;;1924829;1,00;14,00;16,00
;;;1924839;1,00;13,00;12,00
;;;1924847;1,00;17,00;16,00
;;;1924852;1,00;13,00;12,00
;;;1924854;1,00;10,00;8,00
;;;1924855;1,00;10,00;8,00
;;;1924935;1,00;14,00;16,00
;;;1924938;1,00;34,00;38,00
;;;1925035;1,00;14,00;16,00
;;;1925066;1,00;20,00;22,00
;;;1925081;1,00;14,00;15,00
;;;1925083;1,00;20,00;22,00
;;;1925084;1,00;13,00;14,00
;;;1925091;1,00;12,00;13,00
;;;1925093;1,00;23,00;26,00
;;;1925096;1,00;16,00;15,00
;;;1925099;1,00;10,00;11,00
;;;1925109;1,00;18,00;20,00
;;;1925113;1,00;14,00;16,00
;;;1925114;1,00;13,00;15,00
;;;1925117;1,00;11,00;12,00
;;;1925124;1,00;11,00;12,00
;;;1925127;1,00;9,00;10,00
;;;1925128;1,00;16,00;18,00
;;;1925155;1,00;12,00;11,00
;;;1925156;1,00;14,00;16,00
;;;1925158;1,00;12,00;11,00
;;;1925159;1,00;14,00;16,00
;;;1925160;1,00;20,00;22,00
;;;1925164;1,00;9,00;10,00
;;;1925167;1,00;15,00;17,00
;;;1925183;1,00;22,00;24,00
;;;1925184;1,00;11,00;12,00
;;;1925185;1,00;13,00;14,00
;;;1925186;1,00;12,00;13,00
;;;1925187;1,00;12,00;13,00
;;;1925189;1,00;14,00;16,00
;;;1925190;1,00;23,00;26,00
;;;1925191;1,00;7,00;8,00
;;;1925195;1,00;13,00;14,00
;;;1925196;1,00;14,00;16,00
;;;1925198;1,00;9,00;10,00
;;;1925200;1,00;11,00;12,00
;;;1925202;1,00;16,00;18,00
;;;1925203;1,00;12,00;13,00
;;;1925204;1,00;12,00;13,00
;;;1925205;1,00;18,00;20,00
;;;1925207;1,00;9,00;10,00
;;;1925208;1,00;13,00;15,00
;;;1925210;1,00;12,00;13,00
;;;1925211;4,00;72,00;75,00
;;;1925212;1,00;11,00;12,00
;;;1925213;1,00;11,00;12,00
;;;1925214;1,00;18,00;20,00
;;;1925217;1,00;16,00;18,00
;;;1925221;1,00;11,00;12,00
;;;1925224;1,00;13,00;12,00
;;;1925225;1,00;24,00;24,00
;;;1925231;1,00;12,00;13,00
;;;1925232;1,00;12,00;13,00
;;;1925235;1,00;11,00;12,00
;;;1925236;1,00;15,00;17,00
;;;1925237;1,00;9,00;10,00
;;;1925239;2,00;16,00;18,00
;;;1925241;1,00;15,00;17,00
;;;1925242;1,00;16,00;15,00
;;;1925245;1,00;14,00;15,00
;;;1925249;1,00;11,00;12,00
;;;1925253;1,00;20,00;20,00
;;;1925255;1,00;24,00;24,00
;;;1925256;1,00;16,00;18,00
;;;1925260;1,00;13,00;15,00
;;;1925261;1,00;12,00;13,00
;;;1925265;1,00;12,00;13,00
;;;1925266;1,00;21,00;23,00
;;;1925278;1,00;8,00;9,00
;;;1925279;1,00;7,00;8,00
;;;1925289;1,00;18,00;20,00
;;;1925290;1,00;7,00;8,00
;;;1925291;1,00;12,00;13,00
;;;1925292;1,00;12,00;13,00
;;;1925294;1,00;14,00;16,00
;;;1925295;2,00;18,00;18,00
;;;1925296;2,00;18,00;18,00
;;;1925298;1,00;13,00;14,00
;;;1925310;1,00;12,00;13,00
;;;1925325;1,00;13,00;14,00
;;;1925326;1,00;16,00;15,00
;;;1925334;1,00;11,00;12,00
;;;1925335;1,00;14,00;16,00
;;;1925336;1,00;25,00;28,00
;;;1925337;1,00;11,00;12,00
;;;1925338;1,00;14,00;15,00
;;;1925339;1,00;9,00;10,00
;;;1925368;1,00;15,00;17,00
;;;1925381;1,00;19,00;18,00
;;;1925382;1,00;11,00;12,00
;;;1925388;1,00;24,00;24,00
;;;1925389;1,00;25,00;25,00
;;;1925391;1,00;19,00;18,00
;;;1925438;1,00;12,00;13,00
;;;1925532;1,00;15,00;17,00
;;;1925588;1,00;12,00;13,00
;;;1925636;1,00;24,00;24,00
;;;1925731;1,00;15,00;17,00
;;;1925737;1,00;25,00;25,00
;;;1925738;1,00;22,00;22,00
;;;1925740;1,00;22,00;22,00
;;;1925741;1,00;25,00;25,00
;;;1925743;1,00;25,00;25,00
;;;1925744;1,00;14,00;16,00
;;;1925745;1,00;23,00;23,00
;;;1925746;1,00;16,00;18,00
;;;1925748;1,00;22,00;22,00
;;;1925749;1,00;20,00;20,00
;;;1925750;1,00;16,00;18,00
;;;1925751;1,00;24,00;24,00
;;;1925752;1,00;16,00;18,00
;;;1925753;1,00;35,00;36,00
;;;1925755;1,00;15,00;17,00
;;;1925757;1,00;15,00;17,00
;;;1925758;1,00;23,00;23,00
;;;1925759;1,00;24,00;24,00
;;;1925761;1,00;16,00;18,00
;;;1925762;1,00;12,00;13,00
;;;1925763;1,00;16,00;18,00
;;;1925772;1,00;14,00;15,00
;;;1925773;1,00;6,00;7,00
;;;1925774;1,00;6,00;7,00
;;;1925786;1,00;14,00;15,00
;;;1925788;1,00;16,00;15,00
;;;1925795;1,00;16,00;15,00
;;;1925975;1,00;15,00;17,00
;;;1925979;1,00;24,00;24,00
;;;1925981;1,00;24,00;24,00
;;;1925982;1,00;22,00;22,00
;;;1925986;1,00;28,00;28,00
;;;1925988;1,00;27,00;25,00
;;;1925994;1,00;25,00;25,00
;;;1926006;1,00;16,00;15,00
;;;1926014;1,00;11,00;12,00
;;;1926018;1,00;11,00;12,00
;;;1926019;1,00;11,00;12,00
;;;1926020;1,00;19,00;18,00
;;;1926040;1,00;11,00;13,00
;;;1926041;1,00;11,00;13,00
;;;1926045;1,00;19,00;18,00
;;;1926059;1,00;23,00;22,00
;;;1926061;1,00;10,00;8,00
;;;1926062;1,00;16,00;15,00
;;;1926064;1,00;8,00;9,00
;;;1926065;1,00;11,00;10,00
;;;1926072;1,00;15,00;17,00
;;;1926091;1,00;24,00;24,00
;;;1926094;1,00;16,00;15,00
;;;1926100;1,00;22,00;22,00
;;;1926108;1,00;18,00;17,00
;;;1926109;1,00;29,00;30,00
;;;1926123;1,00;9,00;10,00
;;;1926138;1,00;19,00;18,00
;;;1926139;1,00;8,00;9,00
;;;1926151;1,00;13,00;14,00
;;;1926157;1,00;23,00;26,00
;;;1926166;1,00;29,00;30,00
;;;1926183;1,00;11,00;12,00
;;;1926316;1,00;"0,00";"0,00"
;;;1926318;1,00;"0,00";"0,00"
;;;1926321;1,00;"0,00";"0,00"
;;;1926341;1,00;21,00;23,00
;;;1926343;1,00;23,00;26,00
;;;1926348;1,00;25,00;28,00
;;;1926351;1,00;"0,00";"0,00"
;;;1926353;1,00;"0,00";"0,00"
;;;1926354;1,00;"0,00";"0,00"
;;;1926365;1,00;"0,00";"0,00"
;;;1926368;1,00;13,00;14,00
;;;1926369;1,00;"0,00";"0,00"
;;;1926424;1,00;26,00;26,00
;;;1926451;2,00;26,00;30,00
;;;1926463;1,00;14,00;16,00
;;;1926504;1,00;23,00;23,00
;;;1926505;1,00;20,00;22,00
;;;1926514;1,00;20,00;22,00
;;;1926518;1,00;23,00;25,00
;;;1926523;1,00;23,00;25,00
;;;1926536;1,00;17,00;16,00
;;;1926537;1,00;19,00;18,00
;;;1926544;1,00;16,00;15,00
;;;1926545;1,00;11,00;10,00
;;;1926552;1,00;13,00;12,00
;;;1926553;1,00;9,00;7,00
;;;1926554;1,00;9,00;7,00
;;;1926555;1,00;11,00;10,00
;;;1926569;1,00;14,00;16,00
;;;1926603;1,00;22,00;25,00
;;;1926606;1,00;20,00;20,00
;;;1926634;1,00;22,00;22,00
;;;1926635;1,00;17,00;16,00
;;;1926636;1,00;22,00;22,00
;;;1926637;1,00;22,00;22,00
;;;1926646;1,00;11,00;10,00
;;;1926657;1,00;9,00;10,00
;;;1926688;1,00;17,00;16,00
;;;1926689;1,00;13,00;14,00
;;;1926764;1,00;15,00;14,00
;;;1926787;1,00;7,00;8,00
;;;1926795;1,00;7,00;8,00
;;;1926796;1,00;7,00;8,00
;;;1926797;1,00;7,00;8,00
;;;1926810;1,00;17,00;17,00
;;;1926811;1,00;15,00;17,00
;;;1926813;1,00;14,00;16,00
;;;1926814;1,00;14,00;16,00
;;;1926815;1,00;17,00;19,00
;;;1926816;1,00;15,00;17,00
;;;1926883;1,00;11,00;12,00
;;;1927334;1,00;10,00;11,00
;;;1927335;1,00;13,00;14,00
;;;1927336;1,00;26,00;26,00
;;;1927341;1,00;23,00;25,00
;;;1927345;1,00;14,00;15,00
;;;1927354;1,00;14,00;16,00
;;;1927357;1,00;9,00;10,00
;;;1927358;1,00;14,00;15,00
;;;1927359;1,00;17,00;16,00
;;;1927365;1,00;14,00;15,00
;;;1927381;1,00;14,00;16,00
;;;1927388;1,00;13,00;14,00
;;;1927413;1,00;22,00;22,00
;;;1927424;1,00;22,00;22,00
;;;1927428;1,00;20,00;20,00
;;;1927521;1,00;14,00;16,00
;;;1927522;1,00;17,00;16,00
;;;1927530;1,00;15,00;17,00
;;;1927531;1,00;22,00;22,00
;;;1927532;1,00;14,00;15,00
;;;1927534;1,00;12,00;13,00
;;;1927565;1,00;11,00;12,00
;;;1927568;1,00;20,00;20,00
;;;1927574;1,00;15,00;14,00
;;;1927576;1,00;19,00;18,00
;;;1927579;1,00;18,00;17,00
;;;1927583;1,00;9,00;10,00
;;;1927591;1,00;17,00;16,00
;;;1927593;1,00;12,00;13,00
;;;1927597;1,00;13,00;14,00
;;;1927599;1,00;11,00;13,00
;;;1927608;1,00;14,00;15,00
;;;1927611;1,00;14,00;15,00
;;;1927626;1,00;24,00;24,00
;;;1927627;1,00;20,00;20,00
;;;1927628;1,00;16,00;15,00
;;;1927633;1,00;14,00;16,00
;;;1927634;1,00;14,00;15,00
;;;1927640;1,00;14,00;15,00
;;;1927641;1,00;14,00;15,00
;;;1927644;1,00;13,00;14,00
;;;1927653;1,00;4,00;5,00
;;;1927655;1,00;4,00;5,00
;;;1927656;1,00;9,00;8,00
;;;1927662;1,00;13,00;14,00
;;;1927664;1,00;9,00;10,00
;;;1927683;1,00;12,00;15,00
;;;1927684;1,00;15,00;17,00
;;;1927689;1,00;15,00;17,00
;;;1927690;1,00;18,00;20,00
;;;1927695;1,00;24,00;27,00
;;;1927701;1,00;14,00;16,00
;;;1927702;1,00;16,00;18,00
;;;1927704;1,00;18,00;20,00
;;;1927708;1,00;20,00;22,00
;;;1927711;1,00;18,00;20,00
;;;1927714;1,00;14,00;15,00
;;;1927719;1,00;22,00;22,00
;;;1927720;1,00;17,00;16,00
;;;1927721;1,00;22,00;22,00
;;;1927748;1,00;16,00;18,00
;;;1927749;1,00;16,00;18,00
;;;1927755;1,00;14,00;16,00
;;;1927761;1,00;6,00;7,00
;;;1927778;1,00;20,00;20,00
;;;1927797;1,00;20,00;22,00
;;;1927801;1,00;10,00;11,00
;;;1927803;1,00;20,00;20,00
;;;1927804;1,00;14,00;150,00
;;;1927807;1,00;22,00;25,00
;;;1927809;1,00;12,00;13,00
;;;1927827;1,00;10,00;9,00
;;;1927828;1,00;23,00;23,00
;;;1927829;1,00;14,00;16,00
;;;1927837;1,00;27,00;27,00
;;;1927838;1,00;19,00;18,00
;;;1927841;1,00;27,00;30,00
;;;1927844;1,00;16,00;18,00
;;;1927851;1,00;16,00;18,00
;;;1927857;1,00;18,00;17,00
;;;1927867;1,00;13,00;14,00
;;;1927895;1,00;16,00;18,00
;;;1927946;1,00;11,00;12,00
;;;1927957;1,00;14,00;16,00
;;;1927958;1,00;15,00;14,00
;;;1927960;1,00;19,00;18,00
